,over_draft,credit_usage,credit_history,purpose,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
485,'0<=X<200',6.0,'delayed previously','new car','<100',unemployed,4.0,'male single',none,4.0,'life insurance',47.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
486,'no checking',12.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'male single',none,4.0,car,52.0,none,own,1.0,skilled,1.0,yes,yes,0
487,'no checking',24.0,'existing paid','new car','<100','>=7',4.0,'female div/dep/mar','co applicant',4.0,'no known property',62.0,none,'for free',1.0,skilled,1.0,yes,yes,0
488,'no checking',10.0,'existing paid','new car','100<=X<500','1<=X<4',3.0,'male single',none,2.0,'real estate',35.0,none,rent,1.0,'unskilled resident',1.0,none,no,0
489,'no checking',6.0,'existing paid','new car','<100','1<=X<4',2.0,'male single',guarantor,3.0,'life insurance',26.0,none,rent,1.0,skilled,1.0,none,yes,0
490,'no checking',12.0,'critical/other existing credit',radio/tv,'<100','>=7',2.0,'male single',none,2.0,'no known property',26.0,none,own,2.0,skilled,1.0,none,yes,0
491,'0<=X<200',27.0,'no credits/all paid',business,'<100','>=7',2.0,'female div/dep/mar',none,4.0,'no known property',42.0,none,'for free',2.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
492,'no checking',6.0,'critical/other existing credit',radio/tv,'100<=X<500','1<=X<4',1.0,'female div/dep/mar',none,1.0,'life insurance',27.0,none,own,2.0,skilled,1.0,none,yes,0
493,'0<=X<200',6.0,'existing paid',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,'life insurance',38.0,none,own,1.0,skilled,1.0,none,yes,0
494,'<0',12.0,'critical/other existing credit','new car','<100','1<=X<4',3.0,'male single',none,2.0,'real estate',39.0,none,rent,2.0,'unskilled resident',2.0,none,no,0
495,'<0',24.0,'existing paid',furniture/equipment,'no known savings','1<=X<4',2.0,'male mar/wid',none,4.0,car,20.0,none,own,1.0,skilled,1.0,none,yes,1
496,'0<=X<200',36.0,'existing paid',furniture/equipment,'100<=X<500','<1',4.0,'male single','co applicant',1.0,'no known property',29.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
497,'no checking',24.0,'critical/other existing credit',furniture/equipment,'<100','4<=X<7',4.0,'male single',none,3.0,'life insurance',40.0,none,own,2.0,skilled,1.0,none,yes,0
498,'0<=X<200',18.0,'existing paid',radio/tv,'<100','>=7',4.0,'male mar/wid',guarantor,2.0,'real estate',32.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
499,'>=200',6.0,'critical/other existing credit','new car','100<=X<500','>=7',2.0,'male div/sep',none,4.0,car,28.0,none,own,2.0,skilled,2.0,yes,yes,0
500,'<0',24.0,'existing paid','new car','<100','<1',4.0,'female div/dep/mar',none,1.0,'life insurance',27.0,none,own,1.0,skilled,1.0,none,yes,1
501,'<0',36.0,'existing paid','used car','<100','>=7',2.0,'male single',none,4.0,'no known property',42.0,none,'for free',1.0,skilled,2.0,none,yes,0
502,'>=200',9.0,'existing paid',radio/tv,'100<=X<500','>=7',2.0,'male div/sep',none,4.0,'real estate',49.0,none,own,1.0,skilled,1.0,none,yes,0
503,'0<=X<200',24.0,'critical/other existing credit',radio/tv,'100<=X<500','<1',4.0,'male single',none,4.0,'no known property',38.0,bank,own,2.0,skilled,2.0,none,yes,1
504,'<0',24.0,'existing paid','new car','<100','<1',4.0,'female div/dep/mar',none,4.0,'life insurance',24.0,none,rent,1.0,skilled,1.0,none,yes,1
505,'no checking',10.0,'existing paid','new car','no known savings','1<=X<4',4.0,'male single',guarantor,4.0,'life insurance',27.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
506,'>=200',15.0,'critical/other existing credit','used car','500<=X<1000','1<=X<4',2.0,'male single',none,2.0,car,36.0,none,own,1.0,skilled,1.0,yes,yes,0
507,'0<=X<200',15.0,'all paid','new car','100<=X<500',unemployed,1.0,'male single',none,2.0,'life insurance',34.0,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,1
508,'no checking',24.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male mar/wid',none,2.0,'life insurance',28.0,none,own,1.0,skilled,1.0,none,yes,0
509,'no checking',39.0,'existing paid','used car','100<=X<500','>=7',4.0,'male single',none,2.0,car,45.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
510,'<0',12.0,'existing paid','new car','<100','4<=X<7',4.0,'male single',none,2.0,'real estate',26.0,none,own,1.0,skilled,1.0,none,yes,1
511,'no checking',36.0,'existing paid','used car','<100','1<=X<4',2.0,'male single',none,2.0,'no known property',32.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
512,'>=200',15.0,'existing paid',business,'<100','4<=X<7',2.0,'male single',none,4.0,'life insurance',26.0,none,rent,1.0,skilled,1.0,yes,yes,0
513,'0<=X<200',12.0,'delayed previously',radio/tv,'<100','1<=X<4',4.0,'male mar/wid','co applicant',4.0,'real estate',20.0,none,rent,2.0,skilled,1.0,none,yes,0
514,'no checking',24.0,'existing paid','new car','no known savings','<1',4.0,'male single',none,1.0,'life insurance',54.0,none,own,1.0,skilled,1.0,none,yes,0
515,'<0',6.0,'critical/other existing credit','new car','<100','4<=X<7',4.0,'female div/dep/mar',none,3.0,'life insurance',37.0,none,own,2.0,skilled,1.0,none,no,0
516,'<0',6.0,'critical/other existing credit','new car','<100','<1',2.0,'male single',none,4.0,'real estate',40.0,none,own,1.0,'unskilled resident',2.0,none,no,0
517,'no checking',36.0,'critical/other existing credit',furniture/equipment,'<100','<1',2.0,'female div/dep/mar',none,4.0,'life insurance',23.0,none,rent,2.0,skilled,1.0,yes,yes,1
518,'<0',6.0,'existing paid','new car','100<=X<500','>=7',3.0,'male single',none,2.0,'life insurance',43.0,none,own,1.0,skilled,1.0,yes,yes,0
519,'no checking',6.0,'critical/other existing credit',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,'no known property',36.0,none,'for free',2.0,skilled,1.0,none,yes,0
520,'no checking',24.0,'critical/other existing credit',repairs,'<100','>=7',3.0,'male single',none,4.0,'no known property',44.0,none,'for free',2.0,skilled,1.0,none,yes,0
521,'<0',18.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'female div/dep/mar',none,2.0,'real estate',24.0,none,own,1.0,skilled,1.0,none,yes,1
522,'<0',48.0,'no credits/all paid',furniture/equipment,'<100','1<=X<4',3.0,'male single',none,4.0,'no known property',53.0,none,'for free',2.0,skilled,2.0,none,yes,1
523,'no checking',24.0,'existing paid','used car','100<=X<500','4<=X<7',3.0,'female div/dep/mar',none,4.0,car,23.0,none,own,1.0,skilled,1.0,none,yes,0
524,'0<=X<200',18.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',guarantor,4.0,'real estate',26.0,none,own,1.0,'unskilled resident',2.0,none,yes,0
525,'0<=X<200',26.0,'existing paid','used car','<100','<1',2.0,'male single',none,3.0,car,30.0,none,own,2.0,skilled,1.0,none,yes,0
526,'no checking',15.0,'critical/other existing credit',education,'100<=X<500','1<=X<4',4.0,'female div/dep/mar',none,3.0,car,31.0,none,own,1.0,skilled,1.0,none,yes,0
527,'no checking',4.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',2.0,'male single',none,1.0,'real estate',42.0,none,own,2.0,'unskilled resident',2.0,none,yes,0
528,'<0',36.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male div/sep',none,4.0,car,31.0,none,rent,1.0,skilled,1.0,none,yes,1
529,'<0',6.0,'existing paid','new car','<100','<1',3.0,'male single',none,4.0,'real estate',41.0,none,own,1.0,'unskilled resident',2.0,yes,yes,0
530,'0<=X<200',36.0,'existing paid',education,'<100','4<=X<7',3.0,'male single',none,1.0,car,32.0,none,own,2.0,skilled,2.0,none,yes,0
531,'0<=X<200',15.0,'existing paid','new car','100<=X<500','1<=X<4',2.0,'female div/dep/mar',none,4.0,car,28.0,none,rent,2.0,skilled,1.0,yes,yes,1
532,'no checking',12.0,'delayed previously','used car','<100','1<=X<4',4.0,'male mar/wid',none,4.0,'real estate',41.0,none,rent,1.0,skilled,1.0,none,yes,0
533,'no checking',24.0,'existing paid',radio/tv,'100<=X<500','4<=X<7',4.0,'male mar/wid',none,3.0,'life insurance',26.0,none,own,1.0,skilled,1.0,yes,yes,0
534,'no checking',24.0,'existing paid',radio/tv,'no known savings','<1',4.0,'male single',none,2.0,car,25.0,none,own,2.0,skilled,1.0,none,yes,0
535,'>=200',21.0,'critical/other existing credit',education,'<100','<1',2.0,'male div/sep',none,1.0,car,33.0,none,rent,1.0,skilled,1.0,none,yes,1
536,'<0',6.0,'existing paid','new car','no known savings',unemployed,4.0,'female div/dep/mar',none,3.0,'life insurance',75.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
537,'0<=X<200',18.0,'critical/other existing credit',furniture/equipment,'<100','>=7',3.0,'female div/dep/mar',none,4.0,'life insurance',37.0,none,own,1.0,skilled,1.0,yes,yes,0
538,'<0',48.0,'existing paid','new car','<100','>=7',4.0,'male single',none,4.0,'no known property',42.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,none,yes,1
539,'>=200',18.0,'existing paid',furniture/equipment,'<100','<1',1.0,'female div/dep/mar',none,1.0,'life insurance',45.0,stores,own,1.0,'unskilled resident',1.0,none,yes,0
540,'0<=X<200',12.0,'existing paid',radio/tv,'<100','<1',1.0,'male mar/wid',none,1.0,'real estate',23.0,none,rent,1.0,skilled,1.0,none,yes,1
541,'no checking',24.0,'delayed previously','new car','<100','>=7',4.0,'male single',none,4.0,'no known property',60.0,none,'for free',2.0,skilled,1.0,yes,yes,0
542,'<0',30.0,'existing paid',furniture/equipment,'no known savings','>=7',4.0,'male single',none,4.0,'life insurance',31.0,none,own,1.0,skilled,1.0,none,yes,1
543,'>=200',18.0,'existing paid',furniture/equipment,'<100','1<=X<4',2.0,'male single',none,1.0,'real estate',34.0,none,own,1.0,'unskilled resident',2.0,none,yes,1
544,'no checking',12.0,'critical/other existing credit','new car','<100','>=7',4.0,'male single',none,4.0,'real estate',61.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
545,'<0',24.0,'delayed previously','new car','<100',unemployed,4.0,'male single',none,2.0,'real estate',43.0,none,'for free',2.0,skilled,2.0,none,yes,1
546,'no checking',24.0,'critical/other existing credit','new car','<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,37.0,none,own,1.0,skilled,1.0,yes,yes,0
547,'no checking',24.0,'existing paid',radio/tv,'<100','4<=X<7',3.0,'male single',none,1.0,car,32.0,bank,own,1.0,skilled,2.0,none,yes,0
548,'<0',12.0,'all paid',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,'real estate',24.0,bank,own,1.0,'unskilled resident',1.0,none,yes,1
549,'no checking',48.0,'critical/other existing credit','used car','no known savings','4<=X<7',2.0,'male single',none,1.0,'no known property',35.0,none,'for free',2.0,skilled,1.0,yes,yes,0
550,'no checking',12.0,'critical/other existing credit',repairs,'no known savings','4<=X<7',4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,own,2.0,skilled,1.0,none,yes,0
551,'no checking',6.0,'all paid',radio/tv,'500<=X<1000','>=7',2.0,'male single',none,4.0,'life insurance',45.0,bank,own,1.0,'unskilled resident',2.0,none,yes,0
552,'<0',48.0,'existing paid',radio/tv,'<100','4<=X<7',1.0,'male mar/wid',guarantor,1.0,'real estate',34.0,none,own,2.0,skilled,1.0,yes,yes,1
553,'0<=X<200',12.0,'critical/other existing credit','new car','100<=X<500','<1',4.0,'male single',none,1.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,0
554,'0<=X<200',9.0,'existing paid',education,'<100','4<=X<7',4.0,'female div/dep/mar',none,4.0,'life insurance',67.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
555,'0<=X<200',12.0,'existing paid',radio/tv,'<100','<1',2.0,'male single',none,1.0,car,22.0,stores,own,1.0,skilled,1.0,none,yes,1
556,'0<=X<200',18.0,'no credits/all paid','new car','100<=X<500','<1',3.0,'female div/dep/mar',none,3.0,car,28.0,none,own,2.0,skilled,1.0,none,yes,1
557,'no checking',21.0,'no credits/all paid','new car','no known savings','1<=X<4',1.0,'female div/dep/mar',none,4.0,'life insurance',29.0,bank,own,2.0,skilled,1.0,yes,yes,1
558,'<0',24.0,'all paid',furniture/equipment,'<100','4<=X<7',3.0,'male single',none,4.0,car,27.0,bank,own,1.0,skilled,1.0,none,yes,1
559,'0<=X<200',18.0,'critical/other existing credit',furniture/equipment,'<100','<1',2.0,'male single',none,2.0,'real estate',31.0,none,own,2.0,'unskilled resident',1.0,none,yes,1
560,'<0',24.0,'existing paid','used car','no known savings','>=7',4.0,'male single',none,4.0,'no known property',49.0,bank,'for free',1.0,skilled,2.0,yes,yes,0
561,'<0',24.0,'all paid',radio/tv,'<100','4<=X<7',4.0,'male single',guarantor,4.0,car,24.0,bank,rent,1.0,'unskilled resident',1.0,none,yes,1
562,'>=200',6.0,'delayed previously',radio/tv,'<100','<1',2.0,'female div/dep/mar',none,1.0,'life insurance',29.0,bank,own,1.0,skilled,1.0,none,yes,0
563,'0<=X<200',36.0,'existing paid','new car','no known savings','1<=X<4',1.0,'male single',none,4.0,'no known property',37.0,none,'for free',1.0,skilled,1.0,yes,yes,1
564,'0<=X<200',24.0,'delayed previously',business,'no known savings','1<=X<4',4.0,'male single',none,2.0,'life insurance',37.0,bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
565,'0<=X<200',24.0,'delayed previously',radio/tv,'100<=X<500','4<=X<7',3.0,'female div/dep/mar',none,2.0,'life insurance',23.0,none,rent,2.0,skilled,1.0,yes,yes,0
566,'<0',12.0,'existing paid','new car','<100','4<=X<7',2.0,'male div/sep',none,3.0,car,36.0,none,own,1.0,skilled,1.0,none,yes,1
567,'no checking',24.0,'critical/other existing credit',radio/tv,'>=1000','>=7',2.0,'male single',none,2.0,car,34.0,none,own,1.0,skilled,1.0,none,yes,0
568,'0<=X<200',48.0,'existing paid',radio/tv,'no known savings','4<=X<7',4.0,'male single',none,1.0,car,41.0,none,own,2.0,skilled,2.0,yes,yes,0
569,'<0',48.0,'existing paid',radio/tv,'<100','1<=X<4',3.0,'female div/dep/mar',none,2.0,car,31.0,none,own,1.0,skilled,1.0,yes,yes,1
570,'<0',24.0,'existing paid',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,rent,1.0,'unskilled resident',1.0,yes,yes,1
571,'no checking',30.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',3.0,'male single','co applicant',2.0,car,38.0,none,own,1.0,skilled,1.0,none,yes,0
572,'no checking',24.0,'existing paid','used car','no known savings',unemployed,2.0,'female div/dep/mar',none,4.0,'life insurance',26.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
573,'<0',15.0,'existing paid',business,'<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,'life insurance',22.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
574,'0<=X<200',9.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,4.0,car,27.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
575,'no checking',15.0,'critical/other existing credit',furniture/equipment,'<100','4<=X<7',2.0,'female div/dep/mar','co applicant',3.0,car,24.0,bank,own,2.0,skilled,1.0,none,yes,0
576,'0<=X<200',12.0,'existing paid',radio/tv,'<100','4<=X<7',2.0,'female div/dep/mar',none,1.0,'real estate',27.0,none,own,1.0,skilled,1.0,none,yes,0
577,'no checking',24.0,'critical/other existing credit',education,'no known savings','1<=X<4',3.0,'female div/dep/mar',none,2.0,car,33.0,none,own,2.0,skilled,1.0,yes,yes,0
578,'0<=X<200',36.0,'critical/other existing credit','new car','<100','<1',4.0,'male div/sep',none,4.0,car,27.0,none,own,2.0,skilled,1.0,none,yes,1
579,'no checking',24.0,'existing paid',retraining,'<100','<1',4.0,'male mar/wid',none,3.0,car,27.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
580,'0<=X<200',18.0,'critical/other existing credit','new car','<100','>=7',3.0,'male single',guarantor,3.0,'real estate',30.0,bank,own,2.0,skilled,1.0,none,yes,1
581,'0<=X<200',12.0,'critical/other existing credit','new car','<100','<1',1.0,'male single',none,3.0,'real estate',49.0,bank,own,2.0,'unskilled resident',2.0,none,yes,0
582,'no checking',9.0,'existing paid',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,2.0,'real estate',26.0,none,rent,1.0,skilled,1.0,none,yes,0
583,'0<=X<200',36.0,'existing paid',repairs,'<100','<1',4.0,'male single',none,1.0,'no known property',33.0,none,rent,1.0,'unskilled resident',1.0,none,yes,1
584,'no checking',12.0,'existing paid','new car','no known savings','>=7',4.0,'female div/dep/mar',none,4.0,'no known property',52.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
585,'<0',18.0,'existing paid',furniture/equipment,'<100','1<=X<4',1.0,'female div/dep/mar',none,4.0,'real estate',20.0,bank,rent,1.0,skilled,1.0,none,yes,1
586,'<0',9.0,'critical/other existing credit','new car','<100','1<=X<4',2.0,'male single',none,2.0,'real estate',36.0,none,rent,2.0,skilled,2.0,none,yes,0
587,'<0',12.0,'existing paid',furniture/equipment,'<100','1<=X<4',4.0,'male single',guarantor,1.0,'life insurance',21.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
588,'<0',18.0,'existing paid','domestic appliance','<100','1<=X<4',4.0,'male mar/wid',none,3.0,'real estate',47.0,none,own,1.0,'unskilled resident',1.0,yes,yes,1
589,'<0',12.0,'critical/other existing credit',furniture/equipment,'<100','>=7',3.0,'male single',none,3.0,'life insurance',60.0,none,own,2.0,skilled,1.0,none,yes,1
590,'<0',12.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',4.0,'female div/dep/mar',none,3.0,'real estate',58.0,none,own,4.0,'unskilled resident',1.0,yes,yes,0
591,'0<=X<200',24.0,'delayed previously','new car','no known savings','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,42.0,none,rent,2.0,skilled,1.0,yes,yes,0
592,'no checking',21.0,'existing paid',business,'>=1000','>=7',4.0,'female div/dep/mar',none,4.0,'real estate',36.0,bank,own,1.0,'unskilled resident',1.0,none,yes,0
593,'0<=X<200',24.0,'existing paid','new car','<100','1<=X<4',3.0,'female div/dep/mar',none,4.0,'life insurance',20.0,none,rent,1.0,'unskilled resident',1.0,yes,yes,1
594,'<0',24.0,'all paid',other,'no known savings','>=7',4.0,'male single',none,3.0,car,40.0,stores,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
595,'0<=X<200',6.0,'all paid','new car','100<=X<500','<1',1.0,'female div/dep/mar',none,1.0,'life insurance',32.0,stores,own,1.0,'unskilled resident',1.0,none,yes,1
596,'<0',24.0,'existing paid','new car','<100','4<=X<7',4.0,'female div/dep/mar',none,4.0,car,23.0,none,rent,2.0,skilled,1.0,none,yes,1
597,'0<=X<200',24.0,'no credits/all paid',business,'<100','1<=X<4',1.0,'male single',none,4.0,'real estate',36.0,none,own,3.0,'unskilled resident',1.0,yes,yes,1
598,'no checking',18.0,'critical/other existing credit','new car','<100','4<=X<7',2.0,'male single',none,2.0,'life insurance',31.0,bank,own,2.0,skilled,1.0,none,yes,1
599,'no checking',24.0,'delayed previously',business,'<100','1<=X<4',1.0,'male single',none,2.0,'no known property',32.0,none,'for free',1.0,skilled,1.0,none,yes,0
600,'0<=X<200',7.0,'existing paid',radio/tv,'<100','<1',1.0,'female div/dep/mar',guarantor,1.0,'real estate',45.0,none,own,1.0,skilled,1.0,none,yes,0
601,'0<=X<200',9.0,'existing paid',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,1.0,'life insurance',30.0,none,own,1.0,skilled,1.0,none,yes,1
602,'0<=X<200',24.0,'all paid',education,'<100','4<=X<7',4.0,'female div/dep/mar',none,4.0,'no known property',34.0,bank,'for free',1.0,'unskilled resident',1.0,none,yes,1
603,'no checking',36.0,'existing paid',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,2.0,car,28.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
604,'>=200',10.0,'existing paid',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',none,2.0,'life insurance',23.0,none,own,1.0,skilled,1.0,none,yes,0
605,'<0',24.0,'all paid',furniture/equipment,'500<=X<1000','1<=X<4',4.0,'male single',none,4.0,'real estate',22.0,stores,own,1.0,skilled,1.0,yes,yes,0
606,'no checking',24.0,'critical/other existing credit',business,'<100','1<=X<4',3.0,'male single',none,2.0,'real estate',74.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
607,'0<=X<200',36.0,'existing paid',radio/tv,'100<=X<500','1<=X<4',4.0,'female div/dep/mar','co applicant',4.0,'no known property',50.0,none,'for free',1.0,skilled,1.0,none,yes,1
608,'no checking',18.0,'existing paid',radio/tv,'<100','<1',4.0,'male single',none,1.0,'real estate',33.0,none,own,1.0,skilled,1.0,none,yes,0
609,'no checking',15.0,'existing paid','used car','no known savings','>=7',4.0,'male single',none,4.0,'no known property',45.0,bank,'for free',1.0,skilled,2.0,none,yes,0
610,'<0',12.0,'existing paid','domestic appliance','100<=X<500',unemployed,4.0,'female div/dep/mar',none,3.0,'life insurance',22.0,none,own,1.0,skilled,1.0,none,yes,1
611,'>=200',10.0,'existing paid','new car','100<=X<500','>=7',1.0,'female div/dep/mar',none,4.0,'no known property',48.0,none,'for free',1.0,'unskilled resident',2.0,none,yes,1
612,'<0',21.0,'existing paid',radio/tv,'>=1000','<1',4.0,'female div/dep/mar',none,2.0,car,29.0,bank,own,1.0,skilled,1.0,none,yes,0
613,'<0',24.0,'all paid','used car','<100','1<=X<4',1.0,'female div/dep/mar',guarantor,4.0,car,22.0,bank,rent,1.0,skilled,1.0,none,no,0
614,'no checking',18.0,'delayed previously',furniture/equipment,'<100','4<=X<7',4.0,'female div/dep/mar',none,1.0,'real estate',22.0,none,own,1.0,skilled,1.0,none,yes,1
615,'0<=X<200',48.0,'no credits/all paid',business,'no known savings','1<=X<4',2.0,'male single',none,2.0,car,48.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
616,'0<=X<200',60.0,'delayed previously',radio/tv,'no known savings','1<=X<4',2.0,'male single',none,2.0,'no known property',27.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,none,yes,0
617,'<0',6.0,'critical/other existing credit','new car','<100','1<=X<4',1.0,'male single',none,3.0,'real estate',37.0,none,rent,3.0,skilled,2.0,none,yes,0
618,'0<=X<200',30.0,'existing paid',furniture/equipment,'100<=X<500','1<=X<4',2.0,'female div/dep/mar','co applicant',4.0,car,21.0,none,rent,1.0,skilled,1.0,none,yes,1
619,'no checking',12.0,'existing paid','new car','<100','1<=X<4',4.0,'male div/sep',none,2.0,'real estate',49.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
620,'0<=X<200',21.0,'critical/other existing credit',business,'<100','4<=X<7',2.0,'male single',none,3.0,'life insurance',27.0,none,own,2.0,skilled,1.0,none,yes,0
621,'no checking',18.0,'critical/other existing credit','new car','<100','1<=X<4',3.0,'male single',none,2.0,'life insurance',32.0,bank,own,2.0,skilled,1.0,none,yes,1
622,'no checking',48.0,'existing paid',business,'no known savings','1<=X<4',4.0,'male div/sep',none,2.0,'real estate',38.0,bank,own,1.0,skilled,1.0,none,yes,1
623,'<0',12.0,'existing paid',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',none,1.0,car,22.0,none,rent,1.0,skilled,1.0,none,yes,0
624,'<0',18.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male single',none,4.0,'no known property',65.0,none,'for free',2.0,skilled,1.0,none,yes,1
625,'no checking',15.0,'existing paid',radio/tv,'no known savings','>=7',4.0,'male single',none,2.0,car,35.0,none,own,1.0,skilled,1.0,none,yes,0
626,'>=200',6.0,'existing paid',furniture/equipment,'<100','1<=X<4',2.0,'male single',none,2.0,'real estate',41.0,none,own,1.0,skilled,1.0,yes,yes,0
627,'0<=X<200',9.0,'all paid','new car','100<=X<500','4<=X<7',2.0,'male single',none,3.0,'no known property',29.0,none,own,1.0,skilled,1.0,none,yes,1
628,'no checking',42.0,'critical/other existing credit',furniture/equipment,'500<=X<1000','1<=X<4',4.0,'male single',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,yes,yes,0
629,'no checking',9.0,'existing paid',education,'no known savings','>=7',1.0,'male single',none,4.0,'real estate',64.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
630,'<0',24.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'female div/dep/mar',none,4.0,car,28.0,none,own,1.0,skilled,1.0,none,yes,0
631,'<0',18.0,'all paid',furniture/equipment,'<100','1<=X<4',4.0,'male single',none,3.0,car,44.0,bank,own,1.0,skilled,1.0,none,yes,1
632,'0<=X<200',15.0,'existing paid',radio/tv,'no known savings','<1',4.0,'male single',none,1.0,'life insurance',23.0,none,own,1.0,skilled,1.0,none,yes,0
633,'no checking',9.0,'existing paid',furniture/equipment,'<100','<1',2.0,'female div/dep/mar','co applicant',2.0,car,19.0,none,rent,2.0,skilled,1.0,none,yes,1
634,'0<=X<200',24.0,'existing paid','new car','<100','<1',3.0,'female div/dep/mar',none,4.0,car,25.0,none,own,1.0,'unskilled resident',1.0,yes,yes,1
635,'no checking',12.0,'existing paid',education,'<100','>=7',4.0,'male single',none,4.0,'life insurance',47.0,bank,own,3.0,skilled,2.0,yes,yes,0
636,'no checking',24.0,'existing paid',radio/tv,'500<=X<1000','4<=X<7',4.0,'female div/dep/mar',none,1.0,car,28.0,none,own,1.0,skilled,1.0,none,yes,0
637,'no checking',60.0,'delayed previously',radio/tv,'<100','4<=X<7',2.0,'male single',none,4.0,car,21.0,none,own,2.0,skilled,1.0,yes,yes,0
638,'no checking',12.0,'existing paid',radio/tv,'<100','<1',4.0,'female div/dep/mar',none,3.0,car,34.0,none,own,1.0,skilled,2.0,none,yes,0
639,'<0',42.0,'delayed previously',radio/tv,'<100','4<=X<7',3.0,'male single',none,2.0,'life insurance',26.0,bank,own,2.0,skilled,2.0,yes,yes,1
640,'<0',18.0,'existing paid',education,'<100',unemployed,4.0,'female div/dep/mar',none,1.0,'real estate',27.0,none,own,1.0,'unemp/unskilled non res',1.0,none,yes,1
641,'0<=X<200',15.0,'existing paid',repairs,'<100','>=7',4.0,'male single',none,4.0,car,38.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
642,'no checking',15.0,'existing paid',education,'100<=X<500','1<=X<4',3.0,'male single',none,2.0,'life insurance',40.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
643,'no checking',24.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',4.0,'male mar/wid',guarantor,2.0,car,33.0,none,own,2.0,skilled,1.0,yes,yes,0
644,'<0',18.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',4.0,'male mar/wid',none,1.0,'life insurance',32.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
645,'no checking',36.0,'delayed previously',business,'no known savings','<1',4.0,'male single',none,4.0,car,27.0,none,rent,2.0,skilled,1.0,yes,yes,1
646,'<0',30.0,'no credits/all paid',furniture/equipment,'<100','1<=X<4',2.0,'male div/sep',guarantor,2.0,'real estate',32.0,none,own,2.0,skilled,1.0,none,yes,0
647,'no checking',12.0,'existing paid','new car','500<=X<1000','1<=X<4',2.0,'female div/dep/mar',none,2.0,'life insurance',26.0,none,own,1.0,skilled,1.0,none,yes,1
